Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
28485534,Good Omens,Terry Pratchett,"Pratchett, Terry",Neil Gaiman,"=""1473214718""","=""9781473214712""",5,4.25,Gollancz,Hardcover,432,2015,1990,2014/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
16298652,The Honest Truth about Dishonesty,Dan Ariely,"Ariely, Dan",,"=""8935209325""","=""9788935209323""",4,3.93,Cheongrim Publishing,Paperback,344,2012,2012,2014/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
1092457,"Come, Tell Me How You Live",Agatha Christie,"Christie, Agatha",,"=""0396073204""","=""9780396073208""",4,4.14,,,,,1946,2014/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
20629458,The Grand Tour: Letters and photographs from the British Empire Expedition 1922,Agatha Christie,"Christie, Agatha",Matthew Prichard,"=""0007460686""","=""9780007460687""",3,3.80,HarperCollins,Paperback,384,2013,2012,2014/01/01,2018/11/18,,,read,,,,1,,,0,,,,,
2218102,Maps of Meaning: The Architecture of Belief,Jordan B. Peterson,"Peterson, Jordan B.",,"=""0415922224""","=""9780415922227""",0,4.11,Routledge,Paperback,564,1999,1999,,2018/11/10,to-read,to-read (#69),to-read,,,,0,,,0,,,,,
1842,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,"Diamond, Jared",,"=""0739467352""","=""9780739467350""",5,4.03,W.W. Norton & Company,Paperback,425,2005,1997,,2018/01/03,recommendations,recommendations (#24),read,,,,1,,,0,,,,,
4808194,Multiculturalism and Intergroup Relations: Psychological Implications for Democracy in Global Context,Fathali M. Moghaddam,"Moghaddam, Fathali M.",,"=""1433803070""","=""9781433803079""",0,3.67,American Psychological Association (APA),Hardcover,207,2007,2007,,2018/10/03,to-read,to-read (#68),to-read,,,,0,,,0,,,,,
15765619,On the Map: A Mind-Expanding Exploration of the Way the World Looks,Simon Garfield,"Garfield, Simon",Dava Sobel,"=""159240779X""","=""9781592407798""",0,3.67,Gotham,Hardcover,464,2012,2012,,2018/10/03,to-read,to-read (#67),to-read,,,,0,,,0,,,,,
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374275637""","=""9780374275631""",4,4.14,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,,2018/10/01,,,read,,,,1,,,0,,,,,
37976541,Bad Blood: Secrets and Lies in a Silicon Valley Startup,John Carreyrou,"Carreyrou, John",,"=""152473165X""","=""9781524731656""",0,4.46,Knopf Publishing Group,Hardcover,339,2018,2018,,2018/09/26,to-read,to-read (#66),to-read,,,,0,,,0,,,,,
187729,Memory and the Mediterranean,Fernand Braudel,"Braudel, Fernand",,"=""0375703993""","=""9780375703997""",0,4.10,Vintage,Paperback,432,2002,1998,,2018/09/16,to-read,to-read (#65),to-read,,,,0,,,0,,,,,
13403051,Rabid: A Cultural History of the World's Most Diabolical Virus,Bill Wasik,"Wasik, Bill",Monica Murphy,"=""0670023736""","=""9780670023738""",2,3.68,Viking,Hardcover,275,2012,2012,,2018/08/27,,,read,,,,1,,,0,,,,,
25014,The Map That Changed the World,Simon Winchester,"Winchester, Simon",,"=""0060931809""","=""9780060931803""",3,3.82,Harpperen,Paperback,352,2002,2001,,2018/08/31,,,read,,,,1,,,0,,,,,
29767627,Reality is Not What it Seems: The Journey to Quantum Gravity,Carlo Rovelli,"Rovelli, Carlo",,"=""0241257964""","=""9780241257968""",4,4.30,Allen Lane,Hardcover,256,2016,2014,,2018/09/02,,,read,,,,1,,,0,,,,,
27292,The Roman Way,Edith Hamilton,"Hamilton, Edith",,"=""0393310787""","=""9780393310788""",3,3.84,W. W. Norton  Company,Paperback,224,1993,1932,,2018/09/08,,,read,,,,1,,,0,,,,,
25734172,Seven Brief Lessons on Physics,Carlo Rovelli,"Rovelli, Carlo","Simon Carnell, Erica Segre","=""0399184414""","=""9780399184413""",2,3.96,Riverhead Books,Hardcover,81,2016,2014,,2018/09/09,,,read,,,,1,,,0,,,,,
38728977,"The Molecule of More: How a Single Chemical in Your Brain Drives Love, Sex, and Creativity--and Will Determine the Fate of the Human Race",Daniel Z. Lieberman,"Lieberman, Daniel Z.",Michael E. Long,"=""1946885118""","=""9781946885111""",0,4.22,BenBella Books,Hardcover,240,2018,,,2018/09/07,to-read,to-read (#64),to-read,,,,0,,,0,,,,,
1080806,The First Fossil Hunters: Paleontology In Greek And Roman Times,Adrienne Mayor,"Mayor, Adrienne",,"=""0691089779""","=""9780691089775""",3,4.09,Princeton University Press,Hardcover,361,2001,2000,2018/09/06,2018/08/11,,,read,,,,1,,,0,,,,,
26597323,Silent Sparks: The Wondrous World of Fireflies,Sara    Lewis,"Lewis, Sara",,"=""0691162689""","=""9780691162683""",3,4.17,Princeton University Press,Hardcover,240,2016,2016,,2018/02/22,,,read,,,,1,,,0,,,,,
19150422,The Extreme Life of the Sea,Stephen R. Palumbi,"Palumbi, Stephen R.",Anthony R. Palumbi,"=""1400849934""","=""9781400849932""",3,4.00,Princeton University Press,ebook,240,2014,2014,2018/02/01,2018/01/09,,,read,,,,1,,,0,,,,,
31951506,"Monarchs and Milkweed: A Migrating Butterfly, a Poisonous Plant, and Their Remarkable Story of Coevolution",Anurag Agrawal,"Agrawal, Anurag",,"=""0691166358""","=""9780691166353""",3,4.10,Princeton University Press,Hardcover,283,2017,2017,,2018/03/08,,,read,,,,1,,,0,,,,,
18527222,Grandma Gatewood's Walk: The Inspiring Story of the Woman Who Saved the Appalachian Trail,Ben Montgomery,"Montgomery, Ben",,"=""1613747187""","=""9781613747186""",3,4.11,Chicago Review Press,Hardcover,288,2014,2014,,2018/08/25,,,read,,,,1,,,0,,,,,
34312336,The Templars: The Rise and Spectacular Fall of God's Holy Warriors,Dan Jones,"Jones, Dan",,"=""0525428305""","=""9780525428305""",2,3.87,Viking,Hardcover,448,2017,2017,,2018/08/25,,,read,,,,1,,,0,,,,,
129494,The Greek Way,Edith Hamilton,"Hamilton, Edith",,"=""0393310779""","=""9780393310771""",2,3.93,W. W. Norton & Co,Paperback,212,1993,1930,,2018/07/30,,,read,,,,1,,,0,,,,,
66857,Moab Is My Washpot (Memoir #1),Stephen Fry,"Fry, Stephen",,"=""1569472025""","=""9781569472026""",2,3.98,Soho Press,Paperback,366,2003,1997,2018/01/31,2018/01/28,,,read,,,,1,,,0,,,,,
735505,A Natural History of Shells,Geerat J. Vermeij,"Vermeij, Geerat J.",,"=""0691001677""","=""9780691001678""",2,4.23,Princeton University Press,Paperback,232,1995,1993,2018/05/10,2018/04/01,,,read,,,,2,,,0,,,,,
27883188,Venomous: How Earth's Deadliest Creatures Mastered Biochemistry,Christie Wilcox,"Wilcox, Christie",,"=""0374712212""","=""9780374712211""",4,4.12,"Scientific American / Farrar, Straus and Giroux",ebook,256,2016,2016,2018/02/03,2018/02/03,,,read,,,,1,,,0,,,,,
35791947,The Plant Messiah: Adventures in Search of the World's Rarest Species,Carlos Magdalena,"Magdalena, Carlos",,"=""0385543611""","=""9780385543613""",3,4.01,Doubleday Books,Hardcover,262,2018,2018,,2018/04/01,,,read,,,,1,,,0,,,,,
1167818,Animals in Translation: Using the Mysteries of Autism to Decode Animal Behavior,Temple Grandin,"Grandin, Temple",Catherine  Johnson,"=""0743247698""","=""9780743247696""",3,4.13,Scribner,Hardcover,368,2004,2004,,2018/08/17,,,read,,,,1,,,0,,,,,
6289283,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher McDougall,"McDougall, Christopher",,"=""0307266303""","=""9780307266309""",4,4.29,Knopf,Hardcover,287,2009,2009,2018/03/13,2018/03/12,,,read,,,,1,,,0,,,,,
25489625,Between the World and Me,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,"=""0812993543""","=""9780812993547""",3,4.40,Spiegel & Grau,Hardcover,152,2015,2015,,2018/01/03,,,read,,,,1,,,0,,,,,
34082138,The Origins of Creativity,Edward O. Wilson,"Wilson, Edward O.",,"=""1631493183""","=""9781631493188""",1,3.41,Liveright,Hardcover,256,2017,2017,,2018/08/06,,,read,,,,1,,,0,,,,,
7963278,How I Killed Pluto and Why It Had It Coming,Mike Brown,"Brown, Mike",,"=""0385531087""","=""9780385531085""",1,4.00,Spiegel & Grau,Hardcover,267,2010,2010,,2018/06/27,,,read,,,,1,,,0,,,,,
752900,Medea,Euripides,"Euripides, Euripides",Rex Warner,"=""0486275485""","=""9780486275482""",1,3.86,Dover Publications,Paperback,59,1993,-431,2018/01/27,2018/01/27,,,read,,,,1,,,0,,,,,
1591,Lysistrata,Aristophanes,"Aristophanes, Aristophanes",Sarah Ruden,"=""0872206033""","=""9780872206038""",1,3.85,"Hackett Publishing Company, Inc.",Paperback,132,2003,-411,,2018/02/14,,,read,,,,1,,,0,,,,,
8524936,Thoughts on Art and Life,Leonardo da Vinci,"Vinci, Leonardo da",,"=""""","=""""",1,3.97,,Kindle Edition,,,2009,,2018/07/31,,,read,,,,1,,,0,,,,,
93070,Art Theory: A Very Short Introduction,Cynthia A. Freeland,"Freeland, Cynthia A.",,"=""0192804634""","=""9780192804631""",1,3.60,Oxford University Press,Paperback,184,2007,2003,,2018/07/17,,,read,,,,1,,,0,,,,,
2254497,Station Life In New Zealand,Lady Barker,"Barker, Lady",Mary Anne Barker,"=""1869414233""","=""9781869414238""",1,3.61,Random House New Zealand,,277,2000,1870,,2018/07/21,,,read,,,,1,,,0,,,,,
26030711,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",Nathalia Holt,"Holt, Nathalia",,"=""0316338923""","=""9780316338929""",1,3.88,"Little, Brown and Company",Hardcover,338,2016,2016,,2018/02/10,,,read,,,,1,,,0,,,,,
30659,Meditations,Marcus Aurelius,"Aurelius, Marcus","Martin Hammond, Albert Wittstock, Diskin Clay","=""0140449337""","=""9780140449334""",2,4.23,Penguin Books,Paperback,303,2006,180,2018/02/20,2018/02/20,,,read,,,,1,,,0,,,,,
386856,How to Listen to Music: Hints and Suggestions to Untaught Lovers of the Art,Henry Edward Krehbiel,"Krehbiel, Henry Edward",,"=""1421266237""","=""9781421266237""",1,3.00,Adamant Media Corporation,Paperback,383,2005,1976,,2018/02/17,,,read,,,,1,,,0,,,,,
675506,Hippolytus,Euripides,"Euripides, Euripides",Richard L. Hamilton,"=""0929524101""","=""9780929524108""",1,3.81,"Bryn Mawr Commentaries, Inc.",Paperback,108,2001,-428,,2018/02/06,,,read,,,,1,,,0,,,,,
836733,West African Folk Tales,William Henry Barker,"Barker, William Henry",,"=""0898758564""","=""9780898758566""",1,3.44,University Press of the Pacific,Paperback,232,2002,1972,,2018/02/17,,,read,,,,1,,,0,,,,,
7728,"Antigone (The Theban Plays, #3)",Sophocles,"Sophocles, Sophocles",J.E. Thomas,"=""1580493882""","=""9781580493888""",1,3.63,Ingram,Paperback,80,2005,-441,2018/02/14,2018/02/14,,,read,,,,1,,,0,,,,,
35958301,The Pope Who Would Be King: The Exile of Pius IX and the Emergence of Modern Europe,David I. Kertzer,"Kertzer, David I.",,"=""0812989910""","=""9780812989915""",1,3.92,Random House,Hardcover,512,2018,2018,,2018/07/03,,,read,,,,1,,,0,,,,,
464260,The Fire Next Time,James Baldwin,"Baldwin, James",,"=""067974472X""","=""9780679744726""",1,4.50,Vintage,Paperback,106,1992,1963,,2018/08/17,,,read,,,,1,,,0,,,,,
1375256,Kon-Tiki: Across the Pacific in a Raft,Thor Heyerdahl,"Heyerdahl, Thor",,"=""0671637894""","=""9780671637897""",2,4.12,Washington Square Press,Paperback,240,1987,1948,,2018/04/20,,,read,,,,1,,,0,,,,,
22750508,StoryCorps: Outloud,Ari Shapiro,"Shapiro, Ari",David Isay,"=""1622316002""","=""9781622316007""",2,4.40,HighBridge Company,Audio CD,2,2015,2015,,2018/08/01,,,read,,,,1,,,0,,,,,
46674,Feeling Good: The New Mood Therapy,David D. Burns,"Burns, David D.",,"=""0380810336""","=""9780380810338""",2,4.00,Harper,Mass Market Paperback,736,2008,1980,,2018/08/05,,,read,,,,1,,,0,,,,,
26122044,Spectacles,Sue  Perkins,"Perkins, Sue",,"=""1405918543""","=""9781405918541""",2,4.05,Michael Joseph,Hardcover,377,2015,2015,,2018/06/20,,,read,,,,1,,,0,,,,,
26401367,This Mortal Coil: The Human Body in History and Culture,Fay Bound Alberti,"Alberti, Fay Bound",,"=""0199793395""","=""9780199793396""",2,3.94,"Oxford University Press, USA",Hardcover,304,2016,2016,,2018/05/23,,,read,,,,1,,,0,,,,,
9755737,The King's Speech: How One Man Saved the British Monarchy,Mark Logue,"Logue, Mark",Peter Conradi,"=""0857381105""","=""9780857381101""",2,3.77,Quercus ,Paperback,242,2010,2010,,2018/07/27,,,read,,,,1,,,0,,,,,
9473008,Of Thee I Sing: A Letter to My Daughters,Barack Obama,"Obama, Barack",Loren Long,"=""0375935274""","=""9780375935275""",2,4.21,Knopf Books for Young Readers,Hardcover,40,2010,2010,,2018/02/06,,,read,,,,1,,,0,,,,,
865,The Alchemist,Paulo Coelho,"Coelho, Paulo","Alan R. Clarke, Özdemir İnce","=""0061122416""","=""9780061122415""",2,3.86,HarperCollins,Paperback,197,1993,1988,2018/01/31,2018/01/28,,,read,,,,1,,,0,,,,,
1037165,Salt: A World History,Mark Kurlansky,"Kurlansky, Mark",,"=""0676975356""","=""9780676975352""",2,3.74,Vintage Canada,Paperback,496,2002,2002,,2018/04/20,,,read,,,,1,,,0,,,,,
34928273,The World in a Book: Al-Nuwayri and the Islamic Encyclopedic Tradition,Elias Muhanna,"Muhanna, Elias",,"=""069117556X""","=""9780691175560""",2,2.60,Princeton University Press,Hardcover,232,2017,,,2018/04/07,,,read,,,,2,,,0,,,,,
30971755,A Crack in Creation: Gene Editing and the Unthinkable Power to Control Evolution,Jennifer A. Doudna,"Doudna, Jennifer A.",Samuel H. Sternberg,"=""0544716949""","=""9780544716940""",3,4.10,Houghton Mifflin Harcourt,Hardcover,304,2017,2017,,2018/02/24,,,read,,,,1,,,0,,,,,
27213329,Grit,Angela Duckworth,"Duckworth, Angela",,"=""1443442313""","=""9781443442312""",3,4.07,Collins,Hardcover,277,2016,2016,2018/07/17,2018/05/15,,,read,,,,1,,,0,,,,,
16073262,Ginkgo: The Tree That Time Forgot,Peter Crane,"Crane, Peter",Pollyanna von Knorring,"=""0300187513""","=""9780300187519""",4,3.86,Yale University Press,Hardcover,408,2013,2013,,2018/04/20,,,read,,,,1,,,0,,,,,
36530,"Narrative of the Life of Frederick Douglass: An American Slave, Written by Himself",Frederick Douglass,"Douglass, Frederick",David W. Blight,"=""0312257376""","=""9780312257378""",3,4.01,Bedford Books,Paperback,188,2002,1845,,2018/02/17,,,read,,,,1,,,0,,,,,
9742,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,"Obama, Barack",,"=""0307237699""","=""9780307237699""",3,3.74,Crown,Hardcover,375,2006,2006,,2018/05/13,,,read,,,,1,,,0,,,,,
38532139,"Lessons From Lucy: The Simple Joys of an Old, Happy Dog",Dave Barry,"Barry, Dave",,"=""1501161156""","=""9781501161155""",2,4.08,Simon  Schuster,Hardcover,240,2019,2018,,2018/07/21,,,read,,,,1,,,0,,,,,
23465141,Asteroids: Relics of Ancient Time,Michael K. Shepard,"Shepard, Michael K.",,"=""110706144X""","=""9781107061446""",0,4.36,Cambridge University Press,Hardcover,368,2015,2015,,2018/08/22,to-read,to-read (#63),to-read,,,,0,,,0,,,,,
23218898,Anthropologies of Class,James G. Carrier,"Carrier, James G.",Don Kalb,"=""1107087414""","=""9781107087415""",0,3.75,Cambridge University Press,Hardcover,248,2015,2015,,2018/08/22,to-read,to-read (#62),to-read,,,,0,,,0,,,,,
8551934,"Eels: An Exploration, from New Zealand to the Sargasso, of the World's Most Mysterious Fish",James Prosek,"Prosek, James",,"=""0060566116""","=""9780060566111""",0,3.85,Harper,Hardcover,304,2010,2010,,2018/08/22,to-read,to-read (#61),to-read,,,,0,,,0,,,,,
27213168,I Contain Multitudes: The Microbes Within Us and a Grander View of Life,Ed Yong,"Yong, Ed",,"=""0062368591""","=""9780062368591""",3,4.18,Ecco,Hardcover,368,2016,2016,,2018/08/22,,,read,,,,1,,,0,,,,,
7819270,Adventures among Ants: A Global Safari with a Cast of Trillions,Mark W. Moffett,"Moffett, Mark W.",,"=""0520261992""","=""9780520261990""",0,4.11,University of California Press,Hardcover,288,2010,2010,,2018/08/22,to-read,to-read (#60),to-read,,,,0,,,0,,,,,
33932358,Recovery: Freedom from Our Addictions,Russell Brand,"Brand, Russell",,"=""1250141923""","=""9781250141927""",1,4.02,Henry Holt & Company,Hardcover,288,2017,2017,,2018/04/07,,,read,,,,2,,,0,,,,,
17278807,A Slip of the Keyboard: Collected Non-Fiction,Terry Pratchett,"Pratchett, Terry",,"=""0857521225""","=""9780857521224""",1,4.21,Doubleday,Hardcover,315,2014,2014,,2018/06/10,,,read,,,,1,,,0,,,,,
15733346,Is It Just Me?,Miranda Hart,"Hart, Miranda",,"=""1444734148""","=""9781444734140""",1,3.81,Hodder & Stoughton,Hardcover,323,2012,2012,,2018/06/21,,,read,,,,1,,,0,,,,,
35187175,Storm in a Teacup: The Physics of Everyday Life,Helen Czerski,"Czerski, Helen",,"=""0393355470""","=""9780393355475""",3,4.00,W. W. Norton  Company,Paperback,288,2018,2017,,2018/06/02,,,read,,,,1,,,0,,,,,
26597346,The Serengeti Rules: The Quest to Discover How Life Works and Why It Matters,Sean B. Carroll,"Carroll, Sean B.",,"=""0691167427""","=""9780691167428""",3,4.08,Princeton University Press,Hardcover,280,2016,2016,,2018/02/22,,,read,,,,1,,,0,,,,,
9309946,The Planet in a Pebble: A Journey Into Earth's Deep History,Jan Zalasiewicz,"Zalasiewicz, Jan",,"=""0199569703""","=""9780199569700""",5,3.67,"Oxford University Press, USA",Hardcover,234,2010,2010,,2018/02/03,recommendations,recommendations (#11),read,,,,1,,,0,,,,,
28602911,Oxygen: The Molecule That Made the World,Nick Lane,"Lane, Nick",,"=""0198784937""","=""9780198784937""",5,4.12,"Oxford University Press, USA",Paperback,384,2016,2002,,2018/03/20,,,read,,,,1,,,0,,,,,
28595292,The Wood for the Trees: The Long View of Nature from a Small Wood,Richard Fortey,"Fortey, Richard",,"=""0008104662""","=""9780008104665""",5,3.87,William Collins,Hardcover,320,2016,2016,,2018/04/27,,,read,,,,1,,,0,,,,,
18104707,Meadowland: The Private Life of an English Field,John Lewis-Stempel,"Lewis-Stempel, John",,"=""0857521454""","=""9780857521453""",2,4.25,Doubleday,Hardcover,293,2014,2014,,2018/03/02,,,read,,,,1,,,0,,,,,
34466963,Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker,"Walker, Matthew",,"=""1501144316""","=""9781501144318""",5,4.47,Scribner,Hardcover,368,2017,2017,,2018/04/28,recommendations,recommendations (#15),read,,,,1,,,0,,,,,
26150770,"The Big Picture: On the Origins of Life, Meaning, and the Universe Itself",Sean Carroll,"Carroll, Sean",,"=""0525954821""","=""9780525954828""",2,4.18,Dutton,Hardcover,480,2016,2016,2018/03/29,2018/03/29,,,read,,,,1,,,0,,,,,
13689317,What Is Life?: How Chemistry Becomes Biology,Addy Pross,"Pross, Addy",,"=""0199641013""","=""9780199641017""",2,3.89,"Oxford University Press, USA",Hardcover,200,2012,2012,,2018/03/02,,,read,,,,1,,,0,,,,,
37803015,Deadly Companions: How Microbes Shaped our History (Oxford Landmark Science),Dorothy H. Crawford,"Crawford, Dorothy H.",,"=""""","=""""",2,3.86,OUP Oxford,Kindle Edition,288,2018,2007,,2018/05/20,,,read,,,,1,,,0,,,,,
26530386,"The Vital Question: Energy, Evolution, and the Origins of Complex Life",Nick Lane,"Lane, Nick",,"=""0393352978""","=""9780393352979""",5,4.17,W. W. Norton  Company,Paperback,368,2016,2015,,2018/02/22,,,read,,,,1,,,0,,,,,
18635380,The Amoeba in the Room: Lives of the Microbes,Nicholas P. Money,"Money, Nicholas P.",,"=""0199941319""","=""9780199941315""",3,3.83,"Oxford University Press, USA",Hardcover,220,2014,2014,2017/12/30,2018/01/03,,,read,,,,1,,,0,,,,,
25982738,The Mysterious World of the Human Genome,Frank   Ryan,"Ryan, Frank",,"=""1633881520""","=""9781633881525""",5,3.95,Prometheus Books,Hardcover,300,2016,2015,,2018/01/03,,,read,,,,1,,,0,,,,,
12414734,The Epigenetics Revolution,Nessa Carey,"Carey, Nessa",,"=""""","=""""",4,4.07,,Kindle Edition,320,,2011,2018/01/21,2018/01/21,,,read,,,,1,,,0,,,,,
29430796,Being a Dog: Following the Dog Into a World of Smell,Alexandra Horowitz,"Horowitz, Alexandra",,"=""1476795991""","=""9781476795997""",3,3.72,Scribner,Hardcover,336,2016,2016,,2018/05/19,,,read,,,,1,,,0,,,,,
30231743,Are We Smart Enough to Know How Smart Animals Are?,Frans de Waal,"Waal, Frans de",,"=""0393353664""","=""9780393353662""",5,3.95,W. W. Norton  Company,Paperback,275,2017,2016,,2018/07/05,recommendations,recommendations (#19),read,,,,1,,,0,,,,,
17290708,Cat Sense: How the New Feline Science Can Make You a Better Friend to Your Pet,John   Bradshaw,"Bradshaw, John",,"=""0465031013""","=""9780465031016""",3,3.51,Basic Books,Hardcover,307,2013,2013,2018/06/28,2018/06/28,,,read,,,,1,,,0,,,,,
22857252,A Buzz in the Meadow: The Natural History of a French Farm,Dave Goulson,"Goulson, Dave",,"=""1250065887""","=""9781250065889""",4,4.22,Picador,Hardcover,288,2015,2014,,2018/01/21,,,read,,,,1,,,0,,,,,
254705,Winter World: The Ingenuity of Animal Survival,Bernd Heinrich,"Heinrich, Bernd",,"=""0060957379""","=""9780060957377""",5,4.06,Harpperen,Paperback,368,2003,2003,2018/01/01,2018/01/03,,,read,,,,1,,,0,,,,,
15791140,Seeds of Hope: Wisdom and Wonder from the World of Plants,Jane Goodall,"Goodall, Jane","Gail Hudson, Michael Pollan","=""1455513229""","=""9781455513222""",3,3.93,Grand Central Publishing,Hardcover,370,2013,2013,,2018/04/20,,,read,,,,1,,,0,,,,,
28256439,"The Hidden Life of Trees: What They Feel, How They Communicate – Discoveries from a Secret World",Peter Wohlleben,"Wohlleben, Peter","Tim Flannery, Jane Billinghurst, Suzanne Simard","=""1771642483""","=""9781771642484""",3,4.06,Greystone Books,Hardcover,288,2016,2015,,2018/04/20,,,read,,,,1,,,0,,,,,
31522121,The Songs of Trees: Stories from Nature's Great Connectors,David George Haskell,"Haskell, David George",,"=""052542752X""","=""9780525427520""",2,4.03,Viking,Hardcover,304,2017,2017,2018/03/11,2018/03/11,,,read,,,,1,,,0,,,,,
34122288,The Emerald Planet: How Plants Changed Earth's History,David Beerling,"Beerling, David",,"=""0198798326""","=""9780198798323""",5,4.05,"Oxford University Press, USA",Paperback,416,2017,2007,,2018/04/13,,,read,,,,1,,,0,,,,,
87040,Gathering Moss: A Natural and Cultural History of Mosses,Robin Wall Kimmerer,"Kimmerer, Robin Wall",,"=""0870714996""","=""9780870714993""",3,4.35,Oregon State University Press,Paperback,168,2003,2003,,2018/01/09,,,read,,,,1,,,0,,,,,
23167603,Plant Communication and Information Sensing,Richard Karban,"Karban, Richard",,"=""022626470X""","=""9780226264707""",3,4.38,University Of Chicago Press,Paperback,240,2015,2015,,2018/02/20,,,read,,,,1,,,0,,,,,
13166639,What a Plant Knows: A Field Guide to the Senses,Daniel Chamovitz,"Chamovitz, Daniel",,"=""0374288739""","=""9780374288730""",5,3.99,"Scientific American / Farrar, Straus and Giroux",Hardcover,177,2012,2012,,2018/01/03,recommendations,recommendations (#13),read,,,,1,,,0,,,,,
12420783,Neurogastronomy: How the Brain Creates Flavor and Why It Matters,Gordon M. Shepherd,"Shepherd, Gordon M.",,"=""0231159102""","=""9780231159104""",4,3.82,Columbia University Press,Hardcover,288,2011,2011,2018/01/03,2018/01/03,,,read,,,,1,,,0,,,,,
14320384,Violence in Medieval Europe,Warren C. Brown,"Brown, Warren C.",,"=""1405811641""","=""9781405811644""",5,3.59,Routledge,Paperback,328,2010,2010,2018/01/01,2018/02/04,,,read,,,,1,,,0,,,,,
30780021,Raciolinguistics: How Language Shapes Our Ideas about Race,H. Samy Alim,"Alim, H. Samy","John R. Rickford, Arnetha F. Ball","=""0190625694""","=""9780190625696""",5,4.55,"Oxford University Press, USA",Hardcover,376,2016,,,2018/01/03,recommendations,recommendations (#3),read,,,,1,,,0,,,,,
12598341,How to Walk a Puma: And Other Things I Learned While Stumbling through South America,Peter Allison,"Allison, Peter",,"=""0762777567""","=""9780762777563""",3,3.81,Lyons Press,Paperback,200,2011,2011,,2018/08/11,,,read,,,,1,,,0,,,,,
34107392,The Brain: What Everyone Needs To Know®,Gary L. Wenk,"Wenk, Gary L.",,"=""""","=""""",5,4.11,Oxford University Press,Kindle Edition,191,2017,,,2018/01/03,,,read,,,,1,,,0,,,,,
15798797,Mom & Me & Mom,Maya Angelou,"Angelou, Maya",,"=""1400066115""","=""9781400066117""",4,4.19,Random House,Hardcover,201,2013,2013,,2018/01/03,,,read,,,,1,,,0,,,,,
16071764,"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,"Sandberg, Sheryl",Nell Scovell,"=""0385349947""","=""9780385349949""",3,3.95,Knopf,Hardcover,217,2013,2013,,2018/08/11,,,read,,,,1,,,0,,,,,
993487,Vanishing Voices: The Extinction of the World's Languages,Daniel Nettle,"Nettle, Daniel",Suzanne Romaine,"=""0195136241""","=""9780195136241""",5,3.87,"Oxford University Press, USA",Hardcover,256,2000,2000,,2018/01/03,recommendations,recommendations (#14),read,,,,1,,,0,,,,,
73123,The World According to Mister Rogers: Important Things to Remember,Fred Rogers,"Rogers, Fred",,"=""1401301061""","=""9781401301064""",4,4.36,Hachette Books,Hardcover,198,2003,2003,,2018/05/19,,,read,,,,1,,,0,,,,,
21920805,Once Upon a Time: A Short History of Fairy Tale,Marina Warner,"Warner, Marina",,"=""0198718659""","=""9780198718659""",4,3.68,Oxford University Press,Hardcover,201,2014,2014,,2018/01/03,,,read,,,,1,,,0,,,,,
8696,Last Chance to See,Douglas Adams,"Adams, Douglas",Mark Carwardine,"=""0345371984""","=""9780345371980""",5,4.33,Ballantine Books,Paperback,256,1992,1990,,2018/04/20,,,read,,,,1,,,0,,,,,
516551,The Evolution of Plants,K.J. Willis,"Willis, K.J.",J.C. McElwain,"=""0198500653""","=""9780198500650""",4,3.96,"Oxford University Press, USA",Paperback,378,2002,2002,,2018/01/03,,,read,,,,1,,,0,,,,,
436797,"Music, Language, and the Brain",Aniruddh D. Patel,"Patel, Aniruddh D.",,"=""0195123751""","=""9780195123753""",4,4.11,"Oxford University Press, USA",Hardcover,528,2007,2007,,2018/05/28,,,read,,,,1,,,0,,,,,
22460748,"So, Anyway...",John Cleese,"Cleese, John",,"=""""","=""""",4,3.73,Crown Archetype,Kindle Edition,400,2014,2014,,2018/01/03,,,read,,,,1,,,0,,,,,
49436,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,Greg Mortenson,"Mortenson, Greg",David Oliver Relin,"=""0143038257""","=""9780143038252""",1,3.65,Penguin ,Paperback,349,2007,2006,,2018/04/20,,,read,,,,1,,,0,,,,,
16810300,A Movable Feast: Ten Millennia of Food Globalization,Kenneth F. Kiple,"Kiple, Kenneth F.",,"=""1280909617""","=""9781280909610""",4,3.38,Cambridge University Press,ebook,368,2010,2007,,2018/01/03,,,read,,,,1,,,0,,,,,
