,ISBN13,Title,Author,My Rating,Publisher,Number of Pages,Year Published,Original Publication Year,Date Added,Private Notes,recommended
529,9780486437354,My First Summer in the Sierra,John Muir,4,Dover Publications,160.0,2004.0,1911.0,2018-04-20,,False
530,9781590302255,The Art of War,Sun Tzu,2,Shambhala,273.0,2005.0,-500.0,2018-08-11,,False
531,9780385350662,The Invention of Nature: Alexander von Humboldt's New World,Andrea Wulf,4,Knopf,473.0,2015.0,2015.0,2018-01-03,,False
532,9781845204303,Beans: A History,Ken Albala,4,Bloomsbury Academic,256.0,2007.0,2007.0,2018-04-27,,False
533,9781101874936,Lab Girl,Hope Jahren,2,Knopf,290.0,2016.0,2016.0,2018-04-20,,False
534,9780691058870,"The Horse, the Wheel, and Language: How Bronze-Age Riders from the Eurasian Steppes Shaped the Modern World",David W. Anthony,5,Princeton University Press,568.0,2007.0,2007.0,2018-01-03,,True
535,9780141183534,A Room of One's Own,Virginia Woolf,3,Penguin Books,112.0,2000.0,1929.0,2018-08-11,,False
536,9780937832387,The Prince,Niccolò Machiavelli,2,Dante University of America Press,140.0,2003.0,1513.0,2018-08-11,,False
537,9780674026797,A Reef in Time: The Great Barrier Reef from Beginning to End,J.E.N. Veron,4,Belknap Press,289.0,2008.0,2008.0,2018-01-03,,False
538,9780062363602,Hidden Figures,Margot Lee Shetterly,3,William Morrow Paperbacks,368.0,2016.0,2016.0,2018-08-11,,False
539,9780446585026,Seriously... I'm Kidding,Ellen DeGeneres,3,Grand Central Publishing,241.0,2011.0,2011.0,2018-05-19,,False
540,9780674057579,Field Notes on Science & Nature,Michael R. Canfield,2,Harvard University Press,297.0,2011.0,2011.0,2018-08-11,,False
541,9781565126060,The Sound of a Wild Snail Eating,Elisabeth Tova Bailey,1,Algonquin Books,170.0,2010.0,2010.0,2018-04-20,,False
542,9781476755526,"The Reason for Flowers: Their History, Culture, Biology, and How They Change Our Lives",Stephen Buchmann,2,Scribner,352.0,2015.0,2015.0,2018-01-21,,False
543,9780307352149,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,4,"Crown Publishing Group/Random House, Inc.",333.0,2012.0,2012.0,2018-05-16,,True
544,9780199539543,Plant Behaviour and Intelligence,Anthony J. Trewavas,5,"Oxford University Press, USA",291.0,2014.0,2014.0,2018-01-03,,True
545,9780465055999,"The Triumph of Seeds: How Grains, Nuts, Kernels, Pulses, and Pips Conquered the Plant Kingdom and Shaped Human History",Thor Hanson,5,Basic Books,277.0,2015.0,2015.0,2018-01-03,,True
546,9780465027828,Animal Architects: Building and the Evolution of Intelligence,James L. Gould,5,Basic Books (AZ),324.0,2007.0,2007.0,2018-01-03,,False
547,9781250048370,A Sting in the Tale: My Adventures with Bumblebees,Dave Goulson,4,Picador,288.0,2014.0,2013.0,2018-01-11,,False
548,9780465013623,Catching Fire: How Cooking Made Us Human,Richard W. Wrangham,5,Basic Books,309.0,2009.0,2009.0,2018-01-03,,True
549,9780307907417,"The Story of the Human Body: Evolution, Health, and Disease",Daniel E. Lieberman,5,Vintage,480.0,2013.0,2013.0,2018-01-03,,False
550,9780393062496,Whistling Vivaldi: And Other Clues to How Stereotypes Affect Us,Claude M. Steele,5,W. W. Norton & Company,242.0,2010.0,2010.0,2018-01-03,,True
551,9780393355642,"""What Do You Care What Other People Think?"": Further Adventures of a Curious Character",Richard P. Feynman,1,W. W. Norton  Company,288.0,2018.0,1988.0,2018-08-11,,False
552,9780500281338,Breaking the Maya Code,Michael D. Coe,5,Thames  Hudson,304.0,1999.0,1992.0,2018-01-03,,False
553,9781632863690,The Most Perfect Thing: Inside and Outside a Bird's Egg,Tim Birkhead,3,Bloomsbury USA,304.0,2016.0,2016.0,2018-01-03,,False
554,9780393239973,The Cabaret of Plants: Forty Thousand Years of Plant Life and the Human Imagination,Richard Mabey,3,W. W. Norton  Company,384.0,2016.0,2016.0,2018-01-21,,False
555,9780393339758,The Shallows: What the Internet Is Doing to Our Brains,Nicholas Carr,4,W. W. Norton  Company,280.0,2011.0,2010.0,2018-01-03,,False
556,9781416507789,The Cuckoo's Egg: Tracking a Spy Through the Maze of Computer Espionage,Clifford Stoll,4,Gallery Books,399.0,2005.0,1989.0,2018-05-12,,False
557,9780847832408,Glow in the Dark,Kanye West,5,Rizzoli,288.0,2009.0,2009.0,2018-01-03,,True
558,9781546733492,"Journeys in Persia and Kurdistan, Volume 1 (of 2)",Isabella Lucy Bird,1,Createspace Independent Publishing Platform,254.0,2017.0,2004.0,2018-08-06,,False
559,9780676979787,Musicophilia: Tales of Music and the Brain,Oliver Sacks,5,Knopf Canada,400.0,2007.0,2007.0,2018-05-12,,False
560,,The Emperor of All Maladies: A Biography of Cancer,Siddhartha Mukherjee,2,Scribner,571.0,2010.0,2010.0,2018-08-11,,False
561,9780393064964,Capturing Music: The Story of Notation,Thomas Forrest Kelly,5,W. W. Norton & Company,256.0,2014.0,2014.0,2018-01-03,,False
562,9780151014859,Remarkable Creatures: Epic Adventures in the Search for the Origin of Species,Sean B. Carroll,2,Houghton Mifflin Harcourt,331.0,2009.0,2006.0,2018-08-11,,False
563,9780521894975,Evolution of Sleep: Phylogenetic and Functional Perspectives,Patrick  McNamara,4,Cambridge University Press,277.0,2009.0,2009.0,2018-01-03,,False
564,9780060926946,Masters of Deception: The Gang That Ruled Cyberspace,Michelle Slatalla,5,Harper Perennial,240.0,1995.0,1995.0,2018-05-12,,False
565,9780002116138,Olduvai Gorge: My Search for Early Man,Mary Leakey,3,Collins,187.0,1979.0,1971.0,2018-01-09,,False
566,9781439198735,"Gifts of the Crow: How Perception, Emotion, and Thought Allow Smart Birds to Behave Like Humans",John M. Marzluff,5,Simon & Schuster,304.0,2012.0,2012.0,2018-01-03,,False
567,9780195388541,Your Brain on Food: How Chemicals Control Your Thoughts and Feelings,Gary L. Wenk,5,"Oxford University Press, USA",179.0,2010.0,2010.0,2018-01-03,,False
568,9780520269125,How Not to Be Eaten: The Insects Fight Back,Gilbert Waldbauer,5,University of California Press,240.0,2012.0,2012.0,2018-01-03,,False
569,9780190275013,A World from Dust: How the Periodic Table Shaped Life,Ben  McFarland,5,"Oxford University Press, USA",352.0,2016.0,,2018-01-03,,True
570,9781522666943,The Mystery of the Hanging Garden of Babylon: An Elusive World Wonder Traced,Stephanie Dalley,3,Audible Studios on Brilliance Audio,,2016.0,2013.0,2018-11-18,,False
571,9780674008274,"Songs, Roars, and Rituals: Communication in Birds, Mammals, and Other Animals",Lesley J. Rogers,5,Allen & Unwin Australia,224.0,2002.0,2000.0,2018-01-03,,False
572,9780674432741,In the Company of Mushrooms,Elio Schaechter,4,Harvard University Press,296.0,2014.0,1997.0,2018-11-18,,False
573,9780199732562,Mushroom,Nicholas P. Money,4,"Oxford University Press, USA",201.0,2011.0,2011.0,2018-11-18,,False
574,9781433822377,Cognitive Behavioral Therapy Techniques and Strategies,Amy Wenzel,4,American Psychological Association (APA),240.0,2016.0,,2018-11-18,,False
575,9780199361380,The Tears of Re: Beekeeping in Ancient Egypt,Gene Kritsky,3,"Oxford University Press, USA",133.0,2015.0,2015.0,2018-11-18,,False
576,9780198707899,Cheats and Deceits: How Animals and Plants Exploit and Mislead,Martin  Stevens,5,Oxford University Press,320.0,2016.0,2016.0,2018-11-18,,False
577,9780198719052,On the Scent: A Journey Through the Science of Smell,Paolo Pelosi,5,"Oxford University Press, USA",256.0,2016.0,2016.0,2018-11-18,,False
578,9786613278203,Deep History: The Architecture of Past and Present,Andrew Shryock,5,Milliken,360.0,2011.0,2011.0,2018-11-18,,False
579,9780300097214,Libraries in the Ancient World,Lionel Casson,4,Yale University Press,177.0,2002.0,2001.0,2018-01-09,,False
580,9781410490032,The Bad-Ass Librarians of Timbuktu,Joshua Hammer,2,Thorndike Press,430.0,2016.0,2016.0,2018-11-18,,False
581,9780812981650,Elephant Company: The Inspiring Story of an Unlikely Hero and the Animals Who Helped Him Save Lives in World War II,Vicki Constantine Croke,2,Random House Trade Paperbacks,368.0,2015.0,2014.0,2018-11-18,,False
582,9781476763262,Dark Territory: The Secret History of Cyber War,Fred Kaplan,1,Simon  Schuster,352.0,2017.0,2016.0,2018-11-18,,False
583,9781283097581,The Essential Naturalist: Timeless Readings in Natural History,Paul Kuykendall Dayton,1,University of Chicago Press,550.0,2011.0,2011.0,2018-11-18,,False
584,9781476789996,F*ck Feelings: One Shrink's Practical Advice for Managing All Life's Impossible Problems,Michael I. Bennett,1,Simon  Schuster,384.0,2015.0,2015.0,2018-11-18,,False
585,9781299966413,Making the Modern World: Materials and Dematerialization,Vaclav Smil,2,John Wiley & Sons,243.0,2014.0,2013.0,2018-11-18,,False
586,9780241253663,Landmarks,Robert Macfarlane,2,Hamish Hamilton,400.0,2015.0,2015.0,2018-11-18,,False
587,9780802777522,You Could Look It Up: The Reference Shelf from Ancient Babylon to Wikipedia,Jack Lynch,5,Bloomsbury Publishing PLC,453.0,2016.0,2015.0,2018-11-18,,False
588,9781681774497,The Classical World: The Foundations of the West and the Enduring Legacy of Antiquity,Nigel Spivey,3,Pegasus Books,368.0,2017.0,2016.0,2018-11-18,,False
589,9780547198484,The Homing Instinct: Meaning and Mystery in Animal Migration,Bernd Heinrich,3,Houghton Mifflin Harcourt,368.0,2014.0,2010.0,2018-01-21,,False
590,9780226508368,The History and Power of Writing,Henri-Jean Martin,4,University of Chicago Press,608.0,1995.0,1994.0,2018-11-18,,False
591,9780007584031,10% Human: How Your Body's Microbes Hold the Key to Health and Happiness,Alanna Collen,5,Not Avail,400.0,2015.0,2015.0,2018-11-18,,False
592,9780465028788,Feathers: The Evolution of a Natural Miracle,Thor Hanson,5,Basic Books,352.0,2012.0,2011.0,2018-11-18,,False
